key	verdict	reason	licence	regions	diacritics	file	text
File:Habsburg Birodalom, Bosznia-Hercegovina, Mostar látképe. - Fortepan 76343.jpg	drop	only 0 confident region(s)	PD	0	0	Habsburg_Birodalom_Bosznia-Hercegovina_Mostar_látképe._-_Fortepan_76343.jpg	
File:Mostar14BIH65.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar14BIH65.JPG	zenjel
File:Mostar Historic View.jpg	drop	only 0 confident region(s)	PD	0	0	Mostar_Historic_View.jpg	
File:20130606 Mostar 284.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	20130606_Mostar_284.jpg	
File:20130606 Mostar 067.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_067.jpg	
File:Travnik, pohled z pevnosti.jpg	drop	only 0 confident region(s)	CC BY	0	0	Travnik_pohled_z_pevnosti.jpg	
File:Зеница 20190901 210452.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190901_210452.jpg	
File:NKD015 Господска улица4.jpg	keep		CC BY-SA	4	0	NKD015_Господска_улица4.jpg	CITADELA | CITADELA | IZL | PESTOR
File:Lašva Travnik 0479.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Lašva_Travnik_0479.jpg	
File:Old Town Mostar Facade.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Old_Town_Mostar_Facade.jpg	
File:Mostar (49033679731).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49033679731_.jpg	
File:Crni labudovi,Una,Bihac.jpg	drop	only 0 confident region(s)	PD	0	0	Crni_labudovi_Una_Bihac.jpg	
File:AroundStariMost.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	AroundStariMost.jpg	
File:Titanik zgrada Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Titanik_zgrada_Banja_Luka.jpg	
File:Зеница 20190901 215311.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190901_215311.jpg	
File:FotoTuraBL123513.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL123513.jpg	
File:Објекат у улици Петра Кочића 51.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Објекат_у_улици_Петра_Кочића_51.jpg	NEKTAR
File:Зеница 20190821 173808.jpg	keep		PD	11	0	Зеница_20190821_173808.jpg	IETPA | OBEHALA | apajeBy. | rale | M HAPEAABA | ZBORNIK | ZAKONA | NAREDABA | BOSNU | HERCEGOVINU. | Godlna 1920
File:1895. panorama sjevernog dijela grada, lijevo Crkva svete bogorodice.jpg	keep		CC0	5	0	1895._panorama_sjevernog_dijela_grada_lijevo_Crkva_svete_bogorodice.jpg	Z | Gruss | aus | Zenica. | n
File:Mostar - Mostarsko javno kupalište (49033068927).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_Mostarsko_javno_kupalište_49033068927_.jpg	
File:Mostar Stari most - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_Stari_most_-_panoramio.jpg	
File:Vila Franje Klindica Ive Andrica 12 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Vila_Franje_Klindica_Ive_Andrica_12_Banja_Luka.jpg	
File:Neboderi Bulevar cara Dusana Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Neboderi_Bulevar_cara_Dusana_Banja_Luka.jpg	
File:FotoTuraBL122523.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL122523.jpg	
File:Kuca Stern Branka Radicevica 2 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Kuca_Stern_Branka_Radicevica_2_Banja_Luka.jpg	
File:Mostar (5778467602).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5778467602_.jpg	
File:Чиновнички прозор.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Чиновнички_прозор.jpg	
File:Mostar, 2013 (15).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_2013_15_.jpg	
File:20130606 Mostar 051.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_051.jpg	
File:West Mostar05522.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar05522.JPG	
File:Зеница 20190804 154720.jpg	keep		CC BY-SA	6	0	Зеница_20190804_154720.jpg	NAJEFEKTIVNIIA | DOSTUPNA | RADIOTERAPIIA | SVIJETUP | OVDIE | SMOI
File:Paprikovac14.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Paprikovac14.JPG	
File:Old Town, Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Old_Town_Mostar.jpg	
File:20201220 Mostar.jpg	keep		CC BY-SA	3	0	20201220_Mostar.jpg	ERASA | ITERASA | TERASA
File:Mostar - Narodno pozorište (49032845251).jpg	keep		CC BY	5	0	Mostar_-_Narodno_pozorište_49032845251_.jpg	RESTORAN | PANSION | BUBAMARA | LADYBIRD | 1Om
File:Costume des femmes du peuple - A1603.jpg	drop	only 1 confident region(s)	CC0	1	0	Costume_des_femmes_du_peuple_-_A1603.jpg	AVT
File:Зеница 20190821 173924.jpg	keep		PD	35	5	Зеница_20190821_173924.jpg	Kraljevske | vlade, | dana | Senatu | 26 | o ktobra | 1934 | godine, | koju | Je | pročitao Pretsednik | Saveta | Nikola | T. | Uzun | Moja | sveta | svim sred | stvima | državno | jedinstvo, | beZ | kole- | ispunim | Cuvati jedinstvo narodno | cjelinu | državnu, | to je najviši cilj Moje vlada | vi
File:Зеница 20180730 054236.jpg	keep		CC0	4	1	Зеница_20180730_054236.jpg	Oćujeka | vitinka | vitinka | Ditinka
File:FotoTuraBL123300.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL123300.jpg	
File:Mostar - panoramio (18).jpg	drop	only 1 confident region(s)	CC BY	1	0	Mostar_-_panoramio_18_.jpg	ZLATAR
File:Зеница - 1903 - „Дорфлебен” (Сеоски живот), Рихард Конрад Кромар фон Хохенволф 4.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1903_-_Дорфлебен_Сеоски_живот_Рихард_Конрад_Кромар_фон_Хохенволф_4.jpg	
File:Ignaz Konigsberger's Verlag, Sarajewo - Studio portrait of a man in aristocratic clothes.jpg	drop	only 1 confident region(s)	PD	1	0	Ignaz_Konigsberger_s_Verlag_Sarajewo_-_Studio_portrait_of_a_man_in_aristocratic_clothes.jpg	Ignaz Königsberger's Verlag, Sarajewo.
File:Mostar BW 2024-10-01 13-16-00.jpg	keep		CC BY-SA	2	0	Mostar_BW_2024-10-01_13-16-00.jpg	TOILET | WC
File:Mostar the park below the bridge in morning light September 2012.jpg	drop	only 0 confident region(s)	CC0	0	0	Mostar_the_park_below_the_bridge_in_morning_light_September_2012.jpg	
File:20130606 Mostar 022.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_022.jpg	
File:By the canal - panoramio (1332).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	By_the_canal_-_panoramio_1332_.jpg	foto by Lida
File:Raiffeisen bank-Banja Luka.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Raiffeisen_bank-Banja_Luka.jpg	STOP
File:Zgrada u Ulici majke Knezopoljke 2 4 6 8 10 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrada_u_Ulici_majke_Knezopoljke_2_4_6_8_10_Banja_Luka.jpg	
File:Travnik 72270, Bosnia and Herzegovina - panoramio (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_72270_Bosnia_and_Herzegovina_-_panoramio_2_.jpg	
File:Le Stari Most en 2022.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Le_Stari_Most_en_2022.jpg	
File:Зеница 20190821 174014.jpg	keep		PD	3	1	Зеница_20190821_174014.jpg	nedelju | Radnićhod doma | Box-match
File:20130606 Mostar 272.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_272.jpg	
File:Old building facade across the Vrbanja Bridge at Marijin Dvor, Sarajevo.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Old_building_facade_across_the_Vrbanja_Bridge_at_Marijin_Dvor_Sarajevo.jpg	
File:Зеница - 1895 - криминалац из Зенице.jpg	keep		PD	2	0	Зеница_-_1895_-_криминалац_из_Зенице.jpg	CRIMIN ELS | ZINITZA
File:20130606 Mostar 097.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_097.jpg	
File:20130606 Mostar 005.jpg	keep		CC BY-SA	2	0	20130606_Mostar_005.jpg	BEKO | polma
File:Зеница 20230219 154618.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20230219_154618.jpg	SRCE
File:West Mostar04995.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar04995.JPG	
File:Sarajevo siege garbage.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	Sarajevo_siege_garbage.jpg	
File:20130606 Mostar 202.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_202.jpg	
File:2023.02.08 Mostar, view from the Old Bridge to the North.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	2023.02.08_Mostar_view_from_the_Old_Bridge_to_the_North.jpg	
File:Зеница 20230219 172451.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_172451.jpg	
File:Mostar (49032845636).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49032845636_.jpg	
File:FotoTuraBL123640.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL123640.jpg	
File:Mostar 02, Bosna a Hercegovina.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_02_Bosna_a_Hercegovina.jpg	
File:Mostar - Kujundžiluk (49033904717).jpg	drop	only 1 confident region(s)	CC BY	1	0	Mostar_-_Kujundžiluk_49033904717_.jpg	[KOR
File:Зеница 20230219 153213.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_153213.jpg	
File:Зеница 20190821 173553.jpg	keep		PD	6	1	Зеница_20190821_173553.jpg	Iadanje | Objava | rata. | Optužnica. | Objava | para.
File:Mostar roof.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_roof.JPG	
File:Kuca porodice Pfaf pave radana 1.JPG	keep		CC BY-SA	3	3	Kuca_porodice_Pfaf_pave_radana_1.JPG	Proljeće | Kako nisliš mene | nštejazavac
File:Prevrnuti kontejneri Banja Luka.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Prevrnuti_kontejneri_Banja_Luka.jpg	
File:Artiljerci VI krajiške brigade pred napad na Travnik 1944.jpg	drop	flat colour (230 shades): a drawing, not a photograph	PD	0	0	Artiljerci_VI_krajiške_brigade_pred_napad_na_Travnik_1944.jpg	
File:Зеница 20230219 152114.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_152114.jpg	
File:Прашнице Зеница 20180625 182912.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Прашнице_Зеница_20180625_182912.jpg	BISS-TORS
File:Lasva River Travnik.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Lasva_River_Travnik.jpg	
File:Зеница 20190901 210510.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190901_210510.jpg	
File:Зеница 20190821 174046.jpg	keep		PD	5	4	Зеница_20190821_174046.jpg	ZENIČKI | GRADONAČELNICI | 1023, | 19B2. | Enia Mutapčić
File:Mostar, 2013 (18).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_2013_18_.jpg	
File:Banjalucka banka - unkredit banka.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Banjalucka_banka_-_unkredit_banka.JPG	
File:Зеница 20230219 153303.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_153303.jpg	
File:Зеница 20230219 155012.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_155012.jpg	
File:Vrtic Plavi cuperak Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Vrtic_Plavi_cuperak_Banja_Luka.jpg	
File:Паук2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Паук2.jpg	
File:Neretva (the river in Mostar).jpg	drop	only 0 confident region(s)	CC BY	0	0	Neretva_the_river_in_Mostar_.jpg	
File:1959. visoka peć, čelićana II, valjaonica I, kovačnica i termoelektrana.jpg	drop	only 0 confident region(s)	CC0	0	0	1959._visoka_peć_čelićana_II_valjaonica_I_kovačnica_i_termoelektrana.jpg	
File:Зеница 20190821 174025.jpg	keep		PD	3	0	Зеница_20190821_174025.jpg	CBeroC | NOS | uacona
File:Travnik Fort.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Fort.jpg	
File:ISM 02 Tuzla.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	ISM_02_Tuzla.jpg	
File:20130606 Mostar 174.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_174.jpg	
File:Zgrada SPP-a.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zgrada_SPP-a.jpg	
File:20130606 Mostar 105.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_105.jpg	
File:Protesti u BL2.jpg	keep		CC BY-SA	3	0	Protesti_u_BL2.jpg	super | cijene | BANK
File:A Park - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	A_Park_-_panoramio.jpg	
File:Stadion Fk BSK-a.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stadion_Fk_BSK-a.jpg	
File:Mostar - panoramio (14).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_panoramio_14_.jpg	
File:20130606 Mostar 012.jpg	keep		CC BY-SA	3	0	20130606_Mostar_012.jpg	rt | HOTEL | LLEG RI NO
File:Travnik Altstadt 4.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Altstadt_4.JPG	
File:Travnik 07.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_07.jpg	
File:14.07.2007 Gornja Ravska Family Begic's Old House Stara kuca familije Begic - panoramio.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	14.07.2007_Gornja_Ravska_Family_Begic_s_Old_House_Stara_kuca_familije_Begic_-_panoramio.jpg	
File:Moulin de pierre - A1551.jpg	drop	only 0 confident region(s)	CC0	0	0	Moulin_de_pierre_-_A1551.jpg	
File:Stari Most 01.jpg	keep		CC BY-SA	2	0	Stari_Most_01.jpg	TERASA | TE RASA
File:Ispred kuće Afgan.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ispred_kuće_Afgan.jpg	
File:Stray dogs in Mostar 02.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stray_dogs_in_Mostar_02.jpg	
File:Slatina - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Slatina_-_panoramio.jpg	
File:Mlinica terrasce - panoramio.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mlinica_terrasce_-_panoramio.jpg	
File:Зеница 20180628 085024.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180628_085024.jpg	
File:Bihc Bosnie Herzegovine O (137556057).jpeg	drop	only 0 confident region(s)	CC BY	0	0	Bihc_Bosnie_Herzegovine_O_137556057_.jpeg	
File:20130606 Mostar 263.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_263.jpg	
File:Tuzla Grb Coat of arms.jpg	drop	no region with 3+ letters	CC BY-SA	2	0	Tuzla_Grb_Coat_of_arms.jpg	Z | O
File:FotoTuraBL124208.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL124208.jpg	
File:Sarajevo siege man and garbage.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	Sarajevo_siege_man_and_garbage.jpg	
File:20130606 Mostar 064.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_064.jpg	
File:Kruzni tok Obilicevo Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Kruzni_tok_Obilicevo_Banja_Luka.jpg	
File:Doruk.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Doruk.jpg	
File:1997 in Sarajevo 010.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	1997_in_Sarajevo_010.jpg	
File:By Niederkasseler - panoramio (1).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	By_Niederkasseler_-_panoramio_1_.jpg	
File:FAP 1921 cisterna za otčepljavanje kanalizacije Vodovod Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	FAP_1921_cisterna_za_otčepljavanje_kanalizacije_Vodovod_Banja_Luka.jpg	
File:Зеница 20190821 191655.jpg	keep		PD	3	0	Зеница_20190821_191655.jpg	"BATON"" ZENICA | 'BATON"" ZENICA | Promocija knjige"
File:P1020325 (20055891).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	P1020325_20055891_.jpg	
File:Зеница 20230219 165215.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_165215.jpg	
File:20130606 Mostar 060.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_060.jpg	
File:Ribe u rijeci Vrbas-Banja Luka.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ribe_u_rijeci_Vrbas-Banja_Luka.jpg	
File:Зеница 20190821 173228.jpg	keep		PD	7	0	Зеница_20190821_173228.jpg	PERIOD AU | Bosnien | Gramatika | bosanskoga jezika | PROGLAS | Mi Pranjo Josif, | BEHAB
File:Old town, Mostar (25) (29224356623).jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_Mostar_25_29224356623_.jpg	
File:Јеврејска0022.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Јеврејска0022.jpg	
File:Зеница 20190901 204655.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190901_204655.jpg	
File:National Theatre Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	National_Theatre_Mostar.jpg	
File:Зеница 20190821 181738.jpg	keep		PD	4	0	Зеница_20190821_181738.jpg	BATON' | BATON | ZENICA | Pramocija knjive
File:Зеница 20230219 155010.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_155010.jpg	
File:Zgrada Uprave MUP Republike Srpske 2019.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zgrada_Uprave_MUP_Republike_Srpske_2019.jpg	
File:Зеница 20230219 155017.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_155017.jpg	
File:20130606 Mostar 069.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_069.jpg	
File:Mostar bridge 17-08-2018.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_bridge_17-08-2018.jpg	
File:F.T.B.L. 18.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	F.T.B.L._18.jpg	
File:Cinovnicki paviljon aleja sv s 30 nkd 162.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Cinovnicki_paviljon_aleja_sv_s_30_nkd_162.JPG	
File:Tuzla2 (collage image).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla2_collage_image_.jpg	
File:Dom penzionera Tuzla.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Dom_penzionera_Tuzla.jpg	
File:RK Herceg 2014.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	RK_Herceg_2014.jpg	STEVJAR
File:Kobieta w stroju tradycyjnym - Jugosławia - 003250n.jpg	drop	flat colour (253 shades): a drawing, not a photograph	CC BY-SA	0	0	Kobieta_w_stroju_tradycyjnym_-_Jugosławia_-_003250n.jpg	
File:Зеница 20230219 154851.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_154851.jpg	
File:ECC2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	ECC2.jpg	
File:20130606 Mostar 265.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_265.jpg	
File:Зеница 20180730 054948.jpg	drop	only 0 confident region(s)	CC0	0	0	Зеница_20180730_054948.jpg	
File:Клупске просторије ФК БСК-а.jpg	drop	only 1 confident region(s)	PD	1	0	Клупске_просторије_ФК_БСК-а.jpg	"""ECK"""
File:Old town, Mostar (28) (29815233046).jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_Mostar_28_29815233046_.jpg	
File:Tuzla - Turističko informativni centar (2019).jpg	keep		CC BY-SA	2	1	Tuzla_-_Turističko_informativni_centar_2019_.jpg	TOURIST INFO CENTER TUZLA | TURISTIČKO-INFORMATIVNI CENTAR TUZLA
File:Mostar - Meczet (49033181053).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_Meczet_49033181053_.jpg	
File:Kantonalna bolnica Dr. Safet Mujić Mostar - Aerial view of the hospital complex.jpg	drop	only 0 confident region(s)	CC0	0	0	Kantonalna_bolnica_Dr._Safet_Mujić_Mostar_-_Aerial_view_of_the_hospital_complex.jpg	
File:Banja facade 1024x768.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Banja_facade_1024x768.jpg	
File:Mostar - Bosnia and Herzegovina - Waitress.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_-_Bosnia_and_Herzegovina_-_Waitress.jpg	
File:Travnik Uhrturm und Festung.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Uhrturm_und_Festung.JPG	
File:NKD015 Господска улица2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	NKD015_Господска_улица2.jpg	
File:General view of Tuzla - panoramio (1330).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	General_view_of_Tuzla_-_panoramio_1330_.jpg	
File:СтараЖељезничкаСтаница0062.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	СтараЖељезничкаСтаница0062.jpg	
File:Katolički školski centar u Travniku tijekom rekonstrukcije 2024.jpg	drop	only 0 confident region(s)	CC BY	0	0	Katolički_školski_centar_u_Travniku_tijekom_rekonstrukcije_2024.jpg	
File:P1020359 (22784148).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	P1020359_22784148_.jpg	
File:Зеница 20230219 155929.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20230219_155929.jpg	DNO
File:Old town, Mostar (17) (29738096642).jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_Mostar_17_29738096642_.jpg	
File:Zmija jede ribu (Vrbas).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zmija_jede_ribu_Vrbas_.jpg	
File:Зеница 20190821 173831.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_20190821_173831.jpg	
File:Zgrada Borik Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrada_Borik_Banja_Luka.jpg	
